id        ; landlord_id; category               ; title                                                                           ; body                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ; amenities                                                                                                                                                                               ; bathrooms; bedrooms; currency; fee; photo; pets_allowed; price; price_display      ; price_type    ; square_feet; address                                                                     ; cityname              ; state; latitude; longitude; source           ; time
5668625234; 5; housing/rent/apartment ; Studio apartment 420 W. Fullerton Pkwy                                          ; This unit is located at 420 W. Fullerton Pkwy, Chicago, 60614, ILMonthly rental rates range from $942 - $1336We have studio - 1 beds units available for rent Apartment features include:-- On-Site Laundry- A/c- On Bus Line- Public Transportation- Refrigerator- Walk in Closets- Furnished- Dishwasher                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ; Cable or Satellite,Dishwasher,Internet Access,Parking,Refrigerator                                                                                                                      ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/miso/Hosting-937943638262956751/original/b7b9b1a1-dd59-4fbc-99f3-6882449cb6ba.png; Cats        ;   942; $942               ; Monthly       ;         225; 420 W Fullerton Parkway                                                     ; Chicago               ; IL   ; 41.8625 ; -87.6825 ; RentLingo        ; 1577359301
5668639212; 5; housing/rent/apartment ; Studio apartment 2037 Yale Ave E                                                ; This unit is located at 2037 Yale Ave E, Seattle, 98102, WAMonthly rental rates range from $1250We have studio units available for rent                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ; null                                                                                                                                                                                    ; 1        ; 0       ; USD     ; No ; https://a0.muscache.com/pictures/miso/Hosting-937966967490420635/original/d8168664-a483-4060-891f-9037bc780ae5.png; Cats,Dogs   ;  1250; $1,250             ; Monthly       ;         228; 2037 Yale Avenue E                                                          ; Seattle               ; WA   ; 47.6160 ; -122.3275; RentLingo        ; 1577360296
5659899323; 5; housing/rent/apartment ; One BR South Chester Street                                                     ; This unit is located at South Chester Street, Gastonia, 28052, NCMonthly rental rates range from $800We have 1 beds units available for rent Apartment features include:-- Furnished                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/hosting/Hosting-1310170283925918533/original/a0200d22-d419-4685-a76c-1680f46dc6bd.jpeg; None        ;   800; $800               ; Monthly       ;         230; null                                                                        ; Gastonia              ; NC   ; 35.2240 ; -81.1809 ; RentLingo        ; 1576666501
5664573954; 5; housing/rent/apartment ; One BR Flowing Oar Road                                                         ; This unit is located at Flowing Oar Road, Wimauma, 33598, FLMonthly rental rates range from $685We have 1 beds units available for rent Apartment available amenities:-- Furnished                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/miso/Hosting-1252255960109808438/original/dbb588de-7e19-4e9e-ad44-c161b0661b9a.jpeg; None        ;   685; $685               ; Monthly       ;         230; null                                                                        ; Wimauma               ; FL   ; 27.7011 ; -82.3178 ; RentLingo        ; 1577015249
5668628531; 5; housing/rent/apartment ; Studio apartment 23 S Pauline Place                                             ; This unit is located at 23 S Pauline Place, Memphis, 38104, TNMonthly rental rates range from $525 - $559We have studio - 1 beds units available for rent                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/hosting/Hosting-1229336497403850446/original/cf99d19f-0d82-4b29-8e01-cecbdc3d691a.jpeg; Cats,Dogs   ;   525; $525               ; Monthly       ;         230; 23 S Pauline Place                                                          ; Memphis               ; TN   ; 35.1211 ; -89.9517 ; RentLingo        ; 1577359551
5668639708; 5; housing/rent/apartment ; Studio apartment 1008 North 109th Street                                        ; This unit is located at 1008 North 109th Street, Seattle, 98133, WAMonthly rental rates range from $1095We have studio units available for rent                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ; null                                                                                                                                                                                    ; 1        ; 0       ; USD     ; No ; https://a0.muscache.com/pictures/hosting/Hosting-1097995825442731795/original/24323334-bcee-4d0e-9931-f76092df7b63.jpeg; Cats        ;  1095; $1,095             ; Monthly       ;         231; 1008 North 109th St                                                         ; Seattle               ; WA   ; 47.6160 ; -122.3275; RentLingo        ; 1577360334
5668612110; 5; housing/rent/apartment ; Studio apartment 925 Geary Street                                               ; This unit is located at 925 Geary Street, San Francisco, 94109, CAMonthly rental rates range from $1695We have studio units available for rent Apartment features include:-- On-Site Laundry- Refrigerator- In-Unit Laundry- Dishwasher- On Bus Line                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ; Dishwasher,Refrigerator                                                                                                                                                                 ; 1        ; 0       ; USD     ; No ; https://a0.muscache.com/pictures/miso/Hosting-1023053182224590019/original/16119c7c-32d9-47f7-98b4-a5049bee7002.jpeg; Cats,Dogs   ;  1695; $1,695             ; Monthly       ;         232; 925 Geary St                                                                ; San Francisco         ; CA   ; 37.7599 ; -122.4379; RentLingo        ; 1577358464
5668626855; 5; housing/rent/apartment ; Studio apartment 13th Street NW, Monroe St NW, Washington DC                    ; This unit is located at 13th Street NW, Monroe St NW, Washington DC, Washington, 20010, DCMonthly rental rates range from $990 - $1390We have studio units available for rent                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ; null                                                                                                                                                                                    ; null     ; 0       ; USD     ; No ; https://a0.muscache.com/pictures/prohost-api/Hosting-1288603840617378795/original/7ac93880-e4b7-421b-93fa-235ed0302005.jpeg; None        ;   990; $990               ; Monthly       ;         239; 13th St NW Monroe St NW Washington DC                                       ; Washington            ; DC   ; 38.9118 ; -77.0132 ; RentLingo        ; 1577359411
5668636830; 5; housing/rent/apartment ; Studio apartment 202 E. HOLLY STREET                                            ; This unit is located at 202 E. HOLLY STREET, Bellingham, 98225, WAMonthly rental rates range from $775 - $1095We have studio - 1 beds units available for rent                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/a3989721-d59b-45e4-8caa-a5bccded7f56.jpg; Cats        ;   775; $775               ; Monthly       ;         240; 202 E Holly St                                                              ; Bellingham            ; WA   ; 48.7871 ; -122.4437; RentLingo        ; 1577360135
5668629000; 6; housing/rent/apartment ; Studio apartment 838 NE 66th St                                                 ; This unit is located at 838 NE 66th St, Seattle, 98115, WAMonthly rental rates range from $1299We have studio units available for rent                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ; null                                                                                                                                                                                    ; 1        ; 0       ; USD     ; No ; https://a0.muscache.com/pictures/miso/Hosting-653433851241162365/original/6acc254b-d886-45c0-b238-8b84e644a11c.jpeg; Cats,Dogs   ;  1299; $1,299             ; Monthly       ;         243; 838 NE 66th St                                                              ; Seattle               ; WA   ; 47.6160 ; -122.3275; RentLingo        ; 1577359586
5668620457; 6; housing/rent/apartment ; Studio apartment 3321 Eureka St                                                 ; This unit is located at 3321 Eureka St, Anchorage, 99503, AKMonthly rental rates range from $705 - $880We have studio - 1 beds units available for rent Apartment features include:-- Fitness facilities- Dishwasher- On-Site Laundry                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ; Dishwasher                                                                                                                                                                              ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/miso/Hosting-681952268271889535/original/90ee9ff5-e511-4118-96d9-93fa199f3b92.jpeg; Cats,Dogs   ;   705; $705               ; Monthly       ;         245; 3321 Eureka St                                                              ; Anchorage             ; AK   ; 61.1723 ; -149.8414; RentLingo        ; 1577359000
5664571995; 6; housing/rent/apartment ; One BR Loma Vista Terrace                                                       ; This unit is located at Loma Vista Terrace, Pacifica, 94044, CAMonthly rental rates range from $1800We have 1 beds units available for rent                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/hosting/Hosting-1279781671588026640/original/69eddfd3-c2be-49b6-99e2-5d3733b2d94c.jpeg; None        ;  1800; $1,800             ; Monthly       ;         250; null                                                                        ; Pacifica              ; CA   ; 37.6019 ; -122.4863; RentLingo        ; 1577015133
5653561496; 6; housing/rent/apartment ; One BR Via Marina                                                               ; This unit is located at Via Marina, Marina Del Rey, 90292, CAMonthly rental rates range from $1600We have 1 beds units available for rent Apartment available amenities:-- Pool- Furnished                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ; Pool                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/miso/Hosting-803867986023966300/original/bac67179-3046-4b3c-9ca9-fbbdd312ee9d.png; None        ;  1600; $1,600             ; Monthly       ;         250; null                                                                        ; Marina Del Rey        ; CA   ; 33.9855 ; -118.4532; RentLingo        ; 1576322048
5668624072; 6; housing/rent/apartment ; One BR 22nd Avenue                                                              ; This unit is located at 22nd Avenue, San Francisco, 94121, CAMonthly rental rates range from $1500We have 1 beds units available for rent                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6OTIxMDc2NDQxOTIwOTk1ODM5/original/2ac94986-d1d8-4dca-98e7-d1e21cee0aae.jpeg; None        ;  1500; $1,500             ; Monthly       ;         250; 22nd Ave                                                                    ; San Francisco         ; CA   ; 37.7599 ; -122.4379; RentLingo        ; 1577359213
5664579604; 6; housing/rent/apartment ; One BR Acama Street                                                             ; This unit is located at Acama Street, Studio City, 91604, CAMonthly rental rates range from $1330We have 1 beds units available for rent Apartment available amenities:-- Furnished                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/prohost-api/Hosting-42391372/original/ce39b874-25a7-4fe4-bb80-f9d5fedce637.jpeg; None        ;  1330; $1,330             ; Monthly       ;         250; null                                                                        ; Studio City           ; CA   ; 34.1450 ; -118.3898; RentLingo        ; 1577015755
5668623065; 6; housing/rent/apartment ; One BR Granadilla Drive                                                         ; This unit is located at Granadilla Drive, Moorpark, 93021, CAMonthly rental rates range from $1310We have 1 beds units available for rent                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/miso/Hosting-841524433909352403/original/c4780329-ee75-4e3f-9757-81e0f81ac4db.jpeg; None        ;  1310; $1,310             ; Monthly       ;         250; null                                                                        ; Moorpark              ; CA   ; 34.2805 ; -118.8861; RentLingo        ; 1577359152
5664579928; 6; housing/rent/apartment ; One BR Spencer Street #404                                                      ; This unit is located at Spencer Street #404, Torrance, 90503, CAMonthly rental rates range from $1300We have 1 beds units available for rent Apartment available amenities:-- Pool                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ; Pool                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/miso/Hosting-1034722814589239236/original/b992183d-e8bb-423f-bea4-5b039ab79cc5.jpeg; None        ;  1300; $1,300             ; Monthly       ;         250; null                                                                        ; Torrance              ; CA   ; 33.8363 ; -118.3330; RentLingo        ; 1577015787
5664568684; 6; housing/rent/apartment ; One BR Willow Wind Ct                                                           ; This unit is located at Willow Wind Ct, Sacramento, 95828, CAMonthly rental rates range from $1295We have 1 beds units available for rent                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/airflow/Hosting-668608096674070882/original/42ad7e37-a092-4e7b-8eec-b3d4d3061036.jpg; None        ;  1295; $1,295             ; Monthly       ;         250; null                                                                        ; Sacramento            ; CA   ; 38.5587 ; -121.4320; RentLingo        ; 1577014892
5653562721; 6; housing/rent/apartment ; One BR Balboa Blvd # 106                                                        ; This unit is located at Balboa Blvd # 106, Lake Balboa, 91406, CAMonthly rental rates range from $1255We have 1 beds units available for rent Apartment available amenities:-- Pool- Furnished                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ; Pool                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/miso/Hosting-821566342267452838/original/495fdb1f-27c9-4c09-b961-9de506bd03dc.jpeg; None        ;  1255; $1,255             ; Monthly       ;         250; null                                                                        ; Lake Balboa           ; CA   ; 34.2017 ; -118.4920; RentLingo        ; 1576322123
5664574541; 7; housing/rent/apartment ; One BR Greenwood Ave N, Apartment 11                                            ; This unit is located at Greenwood Ave N, Apartment 11, Seattle, 98103, WAMonthly rental rates range from $1250We have 1 beds units available for rent Apartment available amenities:-- Furnished                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/miso/Hosting-841524433909352403/original/c4780329-ee75-4e3f-9757-81e0f81ac4db.jpeg; None        ;  1250; $1,250             ; Monthly       ;         250; null                                                                        ; Seattle               ; WA   ; 47.6160 ; -122.3275; RentLingo        ; 1577015295
5648113719; 7; housing/rent/apartment ; One BR Cahuenga Blvd                                                            ; This unit is located at Cahuenga Blvd, North Hollywood, 91004, CAMonthly rental rates range from $1250We have 1 beds units available for rent                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/hosting/Hosting-1246452851774715158/original/9271621a-e23b-48b5-8fad-14a60d9dfcaa.jpeg; None        ;  1250; $1,250             ; Monthly       ;         250; null                                                                        ; North Hollywood       ; CA   ; 34.1881 ; -118.3905; RentLingo        ; 1575976767
5664570234; 7; housing/rent/apartment ; One BR N Lafayette St                                                           ; This unit is located at N Lafayette St, Denver, 80218, COMonthly rental rates range from $1200We have 1 beds units available for rent Apartment available amenities:-- Furnished                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/hosting/Hosting-803682039097862541/original/ceda6f35-4f07-4622-b511-6fa7a04aa395.jpeg; None        ;  1200; $1,200             ; Monthly       ;         250; null                                                                        ; Denver                ; CO   ; 39.7360 ; -104.9819; RentLingo        ; 1577015008
5664571553; 7; housing/rent/apartment ; One BR S Ensenada St.                                                           ; This unit is located at S Ensenada St., Aurora, 80013, COMonthly rental rates range from $1200We have 1 beds units available for rent Apartment available amenities:-- Furnished                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/miso/Hosting-786228331433922432/original/1a475e4d-423e-4168-baf5-13054ff23256.jpeg; None        ;  1200; $1,200             ; Monthly       ;         250; null                                                                        ; Aurora                ; CO   ; 39.6828 ; -104.8078; RentLingo        ; 1577015098
5668620616; 7; housing/rent/apartment ; One BR Moreau Way                                                               ; This unit is located at Moreau Way, Brentwood, 94513, CAMonthly rental rates range from $1175We have 1 beds units available for rent                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/prohost-api/Hosting-1189249179392132534/original/c8128533-5557-4a52-960e-58c3d7118f8f.jpeg; None        ;  1175; $1,175             ; Monthly       ;         250; null                                                                        ; Brentwood             ; CA   ; 37.9353 ; -121.6935; RentLingo        ; 1577359008
5664571823; 7; housing/rent/apartment ; One BR 2nd Street                                                               ; This unit is located at second Street, San Rafael, 94901, CAMonthly rental rates range from $1155We have 1 beds units available for rent                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/miso/Hosting-928948908785846870/original/0fc34284-11fa-4d4c-ab2d-2ab5f2708e31.jpeg; None        ;  1155; $1,155             ; Monthly       ;         250; 2nd St                                                                      ; San Rafael            ; CA   ; 37.9917 ; -122.5247; RentLingo        ; 1577015122
5664573458; 7; housing/rent/apartment ; One BR Morning Light Terrace                                                    ; This unit is located at Morning Light Terrace, North Potomac, 20878, MDMonthly rental rates range from $1150We have 1 beds units available for rent Apartment available amenities:-- Pool                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ; Pool                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/hosting/Hosting-1229302903741056027/original/7f6b8125-0521-4652-91d5-70502ef2cb1f.jpeg; None        ;  1150; $1,150             ; Monthly       ;         250; null                                                                        ; North Potomac         ; MD   ; 39.1088 ; -77.2384 ; RentLingo        ; 1577015215
5668624849; 7; housing/rent/apartment ; One BR Algonquin Ave                                                            ; This unit is located at Algonquin Ave, Andover, 1810, MAMonthly rental rates range from $1145We have 1 beds units available for rent Apartment features include:-- Furnished- Pool                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ; Pool                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/hosting/Hosting-40828178/original/52ef67dc-e345-49cd-94c9-054ecc4c3f1a.jpeg; None        ;  1145; $1,145             ; Monthly       ;         250; null                                                                        ; Andover               ; MA   ; 42.6484 ; -71.1615 ; RentLingo        ; 1577359272
5668624024; 7; housing/rent/apartment ; One BR Holway St                                                                ; This unit is located at Holway St, Oakland, 94621, CAMonthly rental rates range from $1135We have 1 beds units available for rent Apartment features include:-- Furnished                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/hosting/Hosting-1227494196390230149/original/9faed29b-e3dc-4da2-82ac-1576168b5d7e.jpeg; None        ;  1135; $1,135             ; Monthly       ;         250; null                                                                        ; Oakland               ; CA   ; 37.7904 ; -122.2151; RentLingo        ; 1577359210
5668623989; 7; housing/rent/apartment ; One BR 17th St.                                                                 ; This unit is located at 17th St., San Pablo, 94806, CAMonthly rental rates range from $1115We have 1 beds units available for rent                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTM2NTQyODUwMzQ0ODUyNzMyMg==/original/01a96a41-f47c-4111-a04b-0fc21944e290.jpeg; None        ;  1115; $1,115             ; Monthly       ;         250; 17th St                                                                     ; San Pablo             ; CA   ; 37.9724 ; -122.3304; RentLingo        ; 1577359208
5664596354; 8; housing/rent/apartment ; Studio apartment 1409 W. Diversey Pkwy.                                         ; This unit is located at 1409 W. Diversey Pkwy., Chicago, 60614, ILMonthly rental rates range from $1095We have studio units available for rent                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ; null                                                                                                                                                                                    ; 1        ; 0       ; USD     ; No ; https://a0.muscache.com/pictures/miso/Hosting-938260134617291567/original/dec50d3d-7039-4688-ac9e-a05ff1c7b691.png; None        ;  1095; $1,095             ; Monthly       ;         250; 1409 W Diversey Parkway                                                     ; Chicago               ; IL   ; 41.8625 ; -87.6825 ; RentLingo        ; 1577016975
5668624552; 8; housing/rent/apartment ; One BR Wythe Street, B                                                          ; This unit is located at Wythe Street, B, Alexandria, 22314, VAMonthly rental rates range from $1090We have 1 beds units available for rent Apartment features include:-- Furnished                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/miso/Hosting-937927979762952955/original/7776960b-1b31-460f-a1bc-27f61362f9ca.png; None        ;  1090; $1,090             ; Monthly       ;         250; null                                                                        ; Alexandria            ; VA   ; 38.7999 ; -77.1072 ; RentLingo        ; 1577359248
5664577920; 8; housing/rent/apartment ; One BR N. Ashland Ave, 2r                                                       ; This unit is located at N. Ashland Ave, 2r, Chicago, 60614, ILMonthly rental rates range from $1075We have 1 beds units available for rent Apartment available amenities:-- Furnished                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/miso/Hosting-752337379205662422/original/5bd1094b-6ed0-4497-9076-7ae74ee7fe40.jpeg; None        ;  1075; $1,075             ; Monthly       ;         250; null                                                                        ; Chicago               ; IL   ; 41.8625 ; -87.6825 ; RentLingo        ; 1577015605
5668623116; 8; housing/rent/apartment ; One BR Arbor Lane Ct                                                            ; This unit is located at Arbor Lane Ct, Thousand Oaks, 91360, CAMonthly rental rates range from $1050We have 1 beds units available for rent Apartment features include:-- Pool- Furnished                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ; Pool                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/miso/Hosting-685446734667752866/original/77e90f54-3391-4681-a1e3-9fed26e9ed79.jpeg; None        ;  1050; $1,050             ; Monthly       ;         250; null                                                                        ; Thousand Oaks         ; CA   ; 34.2009 ; -118.8636; RentLingo        ; 1577359156
5668623643; 8; housing/rent/apartment ; One BR S. Sherman Street                                                        ; This unit is located at S. Sherman Street, Denver, 80209, COMonthly rental rates range from $1050We have 1 beds units available for rent Apartment features include:-- Furnished                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/prohost-api/Hosting-1189245100874558445/original/c412b573-cfde-41d8-9ef0-1991934adf37.jpeg; None        ;  1050; $1,050             ; Monthly       ;         250; null                                                                        ; Denver                ; CO   ; 39.7360 ; -104.9819; RentLingo        ; 1577359188
5664574855; 8; housing/rent/apartment ; One BR Lighthouse Lane                                                          ; This unit is located at Lighthouse Lane, Burke, 22015, VAMonthly rental rates range from $1045We have 1 beds units available for rent                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/miso/Hosting-51960331/original/a9fcff6f-39cc-40d2-a1de-12bd89f211f7.jpeg; None        ;  1045; $1,045             ; Monthly       ;         250; null                                                                        ; Burke                 ; VA   ; 38.7860 ; -77.2858 ; RentLingo        ; 1577015325
5668624504; 8; housing/rent/apartment ; One BR 100th Ave Ne                                                             ; This unit is located at 100th Ave Ne, Bellevue, 98004, WAMonthly rental rates range from $1025We have 1 beds units available for rent Apartment features include:-- Furnished                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/miso/Hosting-1020613083548208532/original/c2712377-9f12-45ce-bfa0-65d991b10922.jpeg; None        ;  1025; $1,025             ; Monthly       ;         250; 100th Avenue NE                                                             ; Bellevue              ; WA   ; 47.5988 ; -122.1507; RentLingo        ; 1577359245
5664574093; 8; housing/rent/apartment ; One BR 8th Avenue North                                                         ; This unit is located at eighth Avenue North, Oak Central, 33713, FLMonthly rental rates range from $1025We have 1 beds units available for rent Apartment available amenities:-- Furnished                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/hosting/Hosting-1171795874799450911/original/54fca0e6-fa52-4e68-98c8-cd0f7db1f24e.jpeg; None        ;  1025; $1,025             ; Monthly       ;         250; 8th Ave North                                                               ; null                  ; null ; 39.8163 ; -98.5576 ; RentLingo        ; 1577015259
5664568674; 8; housing/rent/apartment ; One BR Trailhead Ct                                                             ; This unit is located at Trailhead Ct, Wilton, 95693, CAMonthly rental rates range from $1005We have 1 beds units available for rent Apartment available amenities:-- Furnished                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NzM1ODc5NjIzNzQzOTIxMjY2/original/a236bc54-e641-4efc-8835-41c8156594e3.jpeg; None        ;  1005; $1,005             ; Monthly       ;         250; null                                                                        ; Wilton                ; CA   ; 38.3918 ; -121.2234; RentLingo        ; 1577014891
5668623133; 8; housing/rent/apartment ; One BR Canoga Dr                                                                ; This unit is located at Canoga Dr, Woodland Hills, 91364, CAMonthly rental rates range from $1000We have 1 beds units available for rent                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/miso/Hosting-1284151940120079993/original/d06f7621-6ce2-4f33-a375-80980dc128d2.jpeg; None        ;  1000; $1,000             ; Monthly       ;         250; null                                                                        ; Woodland Hills        ; CA   ; 34.1677 ; -118.6141; RentLingo        ; 1577359157
5668624299; 9; housing/rent/apartment ; One BR Sw 55 Ter. W                                                             ; This unit is located at Sw 55 Ter. W, Miami, 33155, FLMonthly rental rates range from $1000We have 1 beds units available for rent Apartment features include:-- Furnished                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/hosting/Hosting-1209313814437527365/original/db89bc7c-faeb-4f10-a523-cee64ef4916f.jpeg; None        ;  1000; $1,000             ; Monthly       ;         250; null                                                                        ; Miami                 ; FL   ; 25.7603 ; -80.3005 ; RentLingo        ; 1577359231
5668624350; 9; housing/rent/apartment ; One BR Fieldstone Way                                                           ; This unit is located at Fieldstone Way, Hyattsville, 20785, MDMonthly rental rates range from $1000We have 1 beds units available for rent Apartment features include:-- Furnished                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ; null                                                                                                                                                                                    ; 1        ; 1       ; USD     ; No ; https://a0.muscache.com/pictures/prohost-api/Hosting-1189245100874558445/original/c412b573-cfde-41d8-9ef0-1991934adf37.jpeg; None        ;  1000; $1,000             ; Monthly       ;         250; null                                                                        ; Hyattsville           ; MD   ; 38.9633 ; -76.9375 ; RentLingo        ; 1577359233
